147,-12,true
-143,-5,true
-121,16,true
178,-57,true
-106,30,true
-155,176,true
-80,172,true
-165,-120,true
107,-44,true
54,195,true
-29,122,true
149,174,true
-196,-139,true
62,188
-189,81,true
27,41,true
100,-146,true
1,2
-28,84,true
-96,-191,true
164,9,true
45,3
-96,-191,true
27,154,true
12,186,true
-182,-3,true
155,-182,true
-111,69,true
-89,176,true
126,-199,true
170,197,true
-48,27
-63,45
89,171
-150,155,true
15,-167,true
148,62,true
-71,160,true
55,73,true
-88,112,true
-102,106,true
131,-37,true
-11,79,true
114,70
54,-173,true
-198,3,true
-66,122,true
25,-167,true
-171,-36,true
134,-175,true
-132,-70,true
55,190,true
101,68,true
191,-173,true
-14,127,true
121,-55,true
-47,165,true
56,-172,true
20,-18,true
-33,-57,true
-67,-70,true
-79,-172,true
-110,26,true
16,192,true
29,-53,true
153,-145,true
115,38,true
-165,-62,true
-95,24,true
85,179,true
-36,-57,true
39,2
-16,-27,true
167,163,true
-80,-104,true
121,-57,true
-23,-159,true
-184,24,true
-168,30,true
-146,-199,true
128,42,true
120,-97,true
-191,-149,true
78,19
-145,-162,true
103,106,true
-192,-112,true
59,115,true
10,-46,true
-38,187,true
-118,80,true
-52,14,true
-56,132,true
92,61,true
115,131
33,1
-165,141,true
-16,167,true
-115,192,true
9,35,true
114,68
136,62,true
-131,-62,true
-132,182,true
80,185,true
63,-157,true
-169,20,true
-91,75,true
118,147,true
193,166,true
67,-20,true
-44,23
1,179,true
1,194
-53,184,true
-135,-104,true
112,50,true
-102,14,true
25,138,true
0,-84,true
-9,0,true
103,-34,true
110,-75,true
114,-52,true
67,186
-128,-15,true
27,-138,true
99,40
-148,-109,true
65,112,true
37,-34,true
97,-89,true
-104,107,true
178,99,true
37,169,true
-141,-63,true
-66,135,true
78,153,true
99,68,true
-58,36
119,81
26,198
-183,-84,true
77,120,true
-144,-198,true
-116,55,true
136,66,true
79,181
37,-40,true
37,196,true
45,3
-27,-87,true
-196,-81,true
-44,173
105,0,true
-118,-44,true
99,156
154,-165,true
150,-174,true
103,-89,true
18,-132,true
-62,10,true
156,87,true
-39,183
-31,3,true
-5,197
113,113,true
144,115,true
119,160,true
102,-155,true
-23,190
15,107,true
69,-79,true
170,183,true
-182,-164,true
172,127,true
16,-114,true
-77,82,true
17,153,true
-144,-55,true
-48,-146,true
29,196,true
129,-195,true
-142,149,true
92,32
-32,30,true
164,184,true
86,102,true
-33,-86,true
-174,-196,true
-65,190,true
60,-14,true
98,-79,true
-78,94,true
-150,55,true
82,-100,true
-112,194,true
-137,132,true
-41,23,true
-183,67,true
40,199,true
184,-166,true
-22,25,true
11,-122,true
122,28,true
-45,-128,true
99,152,true
19,177,true
-116,88,true
14,-155,true
171,135,true
81,-43,true
33,-112,true
59,-158,true
57,121,true
-82,-46,true
-80,113
-183,-89,true
113,62
-107,-144,true
-135,-116,true
11,-107,true
170,43,true
24,34,true
-20,129,true
176,14,true
39,19,true
-84,51,true
52,197
-14,105,true
29,65,true
-38,-44,true
81,131,true
-17,7
35,-192,true
183,-98,true
-61,-37,true
23,22,true
-147,-26,true
35,-146,true
81,198,true
178,71,true
-94,-60,true
-173,-6,true
101,73,true
-153,100,true
-159,-181,true
-15,-89,true
-31,74,true
59,36,true
192,-199,true
99,164,true
127,123,true
50,67,true
133,-110,true
-196,-141,true
51,92,true
56,7
-76,-112,true
86,23
137,-102,true
0,154,true
47,133,true
-79,-111,true
70,73,true
171,145,true
6,-119,true
33,53,true
-121,155,true
120,98,true
-21,86,true
-27,53,true
-166,-180,true
-55,-198,true
114,165,true
98,-73,true
7,1
139,-128,true
48,108,true
-151,168,true
-17,197
-78,-47,true
-136,128,true
-175,-161,true
64,-44,true
-121,-69,true
19,80,true
-50,-178,true
187,-8,true
93,167,true
-28,-91,true
-18,21,true
-31,-13,true
-53,59,true
120,98
-63,106,true
-103,103,true
40,92,true
-100,84,true
-183,179,true
-72,189,true
-23,25,true
89,-151,true
-187,-124,true
-186,-168,true
65,-101,true
102,-179,true
199,-153,true
131,-191,true
-93,37,true
15,157,true
12,90,true
103,156
198,69,true
198,147,true
-42,-49,true
83,51,true
-45,-196,true
-160,-13,true
97,-145,true
128,99,true
38,196
151,96,true
139,160,true
-43,14,true
84,23
26,-163,true
69,91,true
-39,36,true
-161,114,true
172,-113,true
-29,-11,true
87,-36,true
152,-199,true
11,-88,true
6,-23,true
-55,-142,true
132,-68,true
-70,-97,true
-143,75,true
-69,52
20,194,true
169,76,true
-153,106,true
164,-163,true
-162,-182,true
-105,109,true
-63,-19,true
-145,-158,true
-36,-58,true
-11,-185,true
153,133,true
7,-72,true
44,146,true
-27,15,true
0,-52,true
67,-151,true
14,204
-109,165,true
158,198,true
-67,147
-5,-82,true
113,19,true
-30,-1,true
102,159
-150,48,true
-190,-35,true
51,31,true
127,16,true
9,-168,true
-50,103,true
48,111,true
-174,35,true
-160,63,true
-123,111,true
-57,161,true
-126,87,true
-51,-52,true
-4,-150,true
79,-67,true
-53,-57,true
-183,-60,true
-185,99,true
111,64,true
-31,-50,true
27,144,true
-119,-64,true
151,55,true
-193,-173,true
134,-59,true
188,-55,true
162,-118,true
-143,-158,true
132,78,true
78,183,true
159,6,true
-69,15,true
107,-193,true
-31,197,true
8,-134,true
-78,93
-23,-179,true
-107,-16,true
-151,-90,true
-11,197
172,105,true
174,-10,true
-45,126,true
73,143,true
79,-42,true
-74,62
116,77
125,191,true
-170,-128,true
-21,160,true
-6,-157,true
77,-63,true
-103,-44,true
70,-196,true
82,-69,true
-145,-26,true
187,-33,true
-185,-75,true
111,108,true
84,-156,true
-83,-104,true
-21,-19,true
-136,-121,true
3,113,true
-38,192,true
-150,144,true
-20,184,true
-29,102,true
108,147
60,-128,true
188,-9,true
-84,176,true
88,186,true
0,101,true
58,-6,true
-150,199,true
159,-163,true
-135,91,true
111,57
-77,119,true
56,65,true
-110,-130,true
120,-88,true
182,-151,true
-109,17,true
141,7,true
-108,-183,true
96,-91,true
13,1,true
172,119,true
8,167,true
94,166,true
-156,-78,true
96,32,true
165,-143,true
88,-149,true
84,-1,true
171,-95,true
125,-142,true
155,-119,true
-23,-67,true
-19,-178,true
-187,-118,true
128,-3,true
98,70,true
-82,106
60,-194,true
21,-121,true
-28,6,true
